Avaspec driver test, v1.0
May 27,2005
Spectrometer found.
 - # channels: 1
 - # pixels:   2034
 - # extra_pix:14
 - Channel 0
   - Start: 0
   - Stop:  2034
   - Range: 0-2034
   - Calibration: 335.85, 0.138515, -6.14672e-06, -7.41674e-10, 0, 1.2, -90, 
Take a spectrum!
Done.
Dark pixels: 5583
370, 401, 393, 435, 372, 422, 419, 392, 390, 391, 396, 373, 425, 404, 
438.651, -29, 11
438.778, 4, -13
438.906, -1, -20
439.034, -25, 2
439.161, 44, -5
439.289, 18, 28
439.417, 178, -1
439.544, 825, -72
439.672, 788, -126
439.799, 87, 6
439.927, 12, -9
440.054, 8, 7
440.182, -15, -7
440.31, -17, 1
440.437, 16, -23
440.564, -6, 0
440.692, -13, -3
440.819, -14, 8
440.947, -14, 6
441.074, -6, 33
441.202, -18, 3
441.329, -7, 9
441.456, 20, -25
441.584, 3, -2
441.711, 23, -12
441.838, -18, -22
441.966, -7, -6
442.093, -9, 11
442.22, -22, 10
442.348, -16, 8
442.475, 33, -19
442.602, -6, 8
442.729, 16, -30
442.857, -8, 3
442.984, -49, 7
443.111, -13, 10
443.238, -19, 3
443.365, 32, -7
443.492, -24, 21
443.619, 31, -14
443.746, -16, -10
443.874, -12, -24
444.001, -16, 21
444.128, 3, 1
444.255, 3, -2
444.382, 159, -41
444.509, 642, -113
444.636, 515, -13
444.763, 6, 12
444.89, -2, 5
445.016, -16, 6
445.143, 24, -14
445.27, -14, -3
445.397, 7, 15
445.524, 12, -19
445.651, -23, 12
445.778, -24, 2
445.905, 18, -15
446.031, -15, 3
446.158, 2, -9
446.285, -24, 13
446.412, 5, -14
446.538, -12, -20
446.665, 13, 23
446.792, 9, 1
446.918, 4, -20
447.045, -25, -5
447.172, -26, 32
447.298, 10, 12
447.425, 28, -11
447.552, 4, 10
447.678, 44, -2
447.805, 1078, -151
447.931, 2226, -172
448.058, 1294, -195
448.185, 10, -8
448.311, -9, 8
448.438, 27, -30
448.564, 24, 8
448.69, 4, 4
448.817, -12, -2
448.943, 40, -32
449.07, 3, 3
449.196, 6, 7
449.323, 17, -16
449.449, 5, -15
449.575, 26, -27
449.702, 9, 7
449.828, -12, 19
449.954, 21, -18
450.081, 9, -6
450.207, -11, 9
450.333, -19, 14
450.459, 4, -6
450.586, 13, -27
450.712, -18, -2
450.838, 3, -14
450.964, 34, -14
451.09, -4, -11
451.216, -21, 19
451.343, -25, 8
451.469, 23, -28
451.595, 1, -12
451.721, -5, 13
451.847, -13, -13
451.973, 8, -25
452.099, -20, -3
452.225, 9, 22
452.351, 9, -19
452.477, -29, 12
452.603, 25, -7
452.729, -15, 34
452.855, 21, 26
452.981, 32, -19
453.107, -35, 1
453.233, 6, 4
453.358, 22, 23
453.484, -11, -23
453.61, 36, -30
453.736, -9, -7
453.862, -9, 6
453.987, -29, 12
454.113, 1, -24
454.239, -6, -11
454.365, -11, -3
454.49, 19, 16
454.616, 2, -25
454.742, 45, 4
454.868, 5, 18
454.993, 2, -7
455.119, -8, -20
455.244, 2, -19
455.37, 18, -18
455.496, 0, 5
455.621, 19, -33
455.747, -17, 16
455.872, -12, 11
455.998, -18, -15
456.123, -7, -11
456.249, 3, -36
456.374, 18, -5
456.5, 34, -6
456.625, 6, -7
456.751, 5, 2
456.876, -14, 18
457.001, -6, 13
457.127, 7, -47
457.252, -28, -5
457.378, 18, 7
457.503, 26, -13
457.628, -12, 2
457.754, -43, 34
457.879, 3, 2
458.004, -9, 7
458.129, 6, -16
458.255, 3, -2
458.38, 3, -11
458.505, -1, -11
458.63, -9, -13
458.755, 2, -15
458.88, 2, -15
459.006, -5, -17
459.131, -10, 7
459.256, -12, 8
459.381, -8, -22
459.506, 24, -37
459.631, -7, 13
459.756, -2, 0
459.881, 3, 11
460.006, 12, -4
460.131, -35, 14
460.256, 31, 6
460.381, 27, -10
460.506, -14, 9
460.631, 0, 25
460.756, -26, 3
460.881, -37, 16
461.005, -41, -4
461.13, -10, -3
461.255, 10, -16
461.38, -39, 7
461.505, 33, 5
461.63, -19, -31
461.754, 12, -9
461.879, 5, 25
462.004, 32, -9
462.129, 2, -12
462.253, 16, -16
462.378, -3, 7
462.503, 27, -25
462.627, 20, -62
462.752, 1, -4
462.876, 6, -1
463.001, 31, 10
463.126, -24, -6
463.25, -26, 17
463.375, -45, 9
463.499, 15, -19
463.624, 14, -2
463.748, -5, 14
463.873, 2, -29
463.997, -7, -17
464.122, 1, -9
464.246, 24, -11
464.371, 4, -5
464.495, 7, 4
464.619, -1, 7
464.744, -13, -3
464.868, -35, 17
464.992, 73, -32
465.117, 3, -27
465.241, 35, -13
465.365, -5, 3
465.49, -28, 0
465.614, -23, -21
465.738, 36, -12
465.862, -12, -28
465.987, -16, -19
466.111, 7, -23
466.235, 31, 7
466.359, -4, -12
466.483, 11, -14
466.607, -7, -26
466.732, -21, -17
466.856, 3, -32
466.98, -20, -11
467.104, 23, -9
467.228, -37, 2
467.352, -19, -9
467.476, -14, -11
467.6, 21, -12
467.724, -12, -1
467.848, 2, 5
467.972, 2, 19
468.096, 15, -20
468.219, -16, 8
468.343, -20, -12
468.467, -11, 22
468.591, 7, -5
468.715, 7, -17
468.839, -15, -10
468.962, 10, -28
469.086, 14, -7
469.21, -33, -16
469.334, -2, 22
469.458, 20, -29
469.581, 5, -2
469.705, -18, 18
469.829, -9, -18
469.952, -29, 22
470.076, -3, -5
470.2, -6, -22
470.323, 9, -42
470.447, -12, -2
470.57, -11, 2
470.694, -17, 3
470.818, -18, 14
470.941, 12, 0
471.065, -12, -16
471.188, 9, -14
471.312, 14, -10
471.435, -5, -12
471.559, 4, -6
471.682, 43, -32
471.805, 77, -21
471.929, 1320, -128
472.052, 3801, -503
472.176, 2789, -370
472.299, 145, -23
472.422, 34, -18
472.545, 15, 47
472.669, 33, 14
472.792, -6, 11
472.915, 25, -11
473.039, 33, -16
473.162, 2, -9
473.285, 4, 15
473.408, 22, 3
473.531, 1, -31
473.655, 2, -16
473.778, 28, -16
473.901, 56, 12
474.024, 30, -22
474.147, 2, 10
474.27, -5, -14
474.393, -22, 9
474.516, 25, -6
474.639, 0, -16
474.762, 26, -10
474.885, -8, -12
475.008, -12, 22
475.131, -16, -14
475.254, 10, -14
475.377, -11, 3
475.5, 3, -1
475.623, 10, -4
475.746, 17, -34
475.869, -15, 11
475.991, -23, 7
476.114, 31, -28
476.237, -12, -3
476.36, 42, 7
476.483, -3, 5
476.605, -33, 19
476.728, -32, -3
476.851, 0, 39
476.973, 11, -7
477.096, 6, 26
477.219, 23, -22
477.341, -13, -9
477.464, 0, -25
477.587, -11, -1
477.709, -7, 21
477.832, -25, 28
477.954, 16, 0
478.077, -12, 14
478.2, 17, -21
478.322, -8, 18
478.445, 4, -8
478.567, -5, -8
478.69, -5, -2
478.812, -2, -13
478.934, 4, 4
479.057, -9, -7
479.179, 30, 33
479.302, -20, 27
479.424, 21, -9
479.546, -40, 15
479.669, 3, -47
479.791, -9, 25
479.913, 8, 2
480.035, 31, -39
480.158, -22, 4
480.28, -3, -10
480.402, -3, 17
480.524, -38, 10
480.647, -17, 6
480.769, 4, 9
480.891, 5, -25
481.013, 16, 2
481.135, -18, -22
481.257, -15, -8
481.379, -22, 28
481.501, 8, -13
481.623, -11, -13
481.746, 39, -25
481.868, 6, 6
481.99, 33, -14
482.112, 38, -18
482.233, 2, 3
482.355, 1, -9
482.477, 54, -12
482.599, -6, 1
482.721, 15, 1
482.843, -8, -5
482.965, -8, -6
483.087, -14, 4
483.209, -18, 16
483.33, 47, -15
483.452, 32, -31
483.574, 5, -9
